"sha256","asset_id","relative_path","source_url","duplicate_group_size","relationship"
"52D75D1BAD02CC47D9EB5DA6BEF6D70B48DD6EBE96A881B2BC947F40D1CE300C","FB-RES-INS-005","04-residential-work/installations/FB-RES-INS-005_725005678_122125030893229345.jpg","https://www.facebook.com/61586880370088/posts/122125030755229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"52D75D1BAD02CC47D9EB5DA6BEF6D70B48DD6EBE96A881B2BC947F40D1CE300C","FB-RAW-122125030893229345","11-raw-facebook-photos/unclassified/FB-RAW-725005678_122125030893229345_5656807627113186426_n.jpg","https://www.facebook.com/photo/?fbid=122125030893229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"8C768A32B5A0449B80BBCE4EEB25289AD695DDFC533E911593291F1554251D93","FB-RES-INS-006","04-residential-work/installations/FB-RES-INS-006_727449552_122125030911229345.jpg","https://www.facebook.com/61586880370088/posts/122125030755229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"8C768A32B5A0449B80BBCE4EEB25289AD695DDFC533E911593291F1554251D93","FB-RAW-122125030911229345","11-raw-facebook-photos/unclassified/FB-RAW-727449552_122125030911229345_4145603089089554359_n.jpg","https://www.facebook.com/photo/?fbid=122125030911229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"F3A2A19C0287DC5BA85F3A5FB1F160B547FFF1FD6134781BA6EF1F077E07B17D","FB-RES-INS-007","04-residential-work/installations/FB-RES-INS-007_724033960_122125030935229345.jpg","https://www.facebook.com/61586880370088/posts/122125030755229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"F3A2A19C0287DC5BA85F3A5FB1F160B547FFF1FD6134781BA6EF1F077E07B17D","FB-RAW-122125030935229345","11-raw-facebook-photos/unclassified/FB-RAW-724033960_122125030935229345_8377247805217612494_n.jpg","https://www.facebook.com/photo/?fbid=122125030935229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"C333A3322E43BABF964E4B319BD8CE9A38A2BAA0F70A7328EE09FC5AE4B1103A","FB-RES-INS-008","04-residential-work/installations/FB-RES-INS-008_727671491_122125030923229345.jpg","https://www.facebook.com/61586880370088/posts/122125030755229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"C333A3322E43BABF964E4B319BD8CE9A38A2BAA0F70A7328EE09FC5AE4B1103A","FB-RAW-122125030923229345","11-raw-facebook-photos/unclassified/FB-RAW-727671491_122125030923229345_1512481515453595988_n.jpg","https://www.facebook.com/photo/?fbid=122125030923229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"F97B296B935D45F73332A36B6182E55C2F62CBDCD96B9D22371EF63EDAC546F3","FB-RES-REP-003","04-residential-work/repairs/FB-RES-REP-003_745690224_122127431211229345.jpg","https://www.facebook.com/61586880370088/posts/122127431055229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"F97B296B935D45F73332A36B6182E55C2F62CBDCD96B9D22371EF63EDAC546F3","FB-RAW-122127431211229345","11-raw-facebook-photos/unclassified/FB-RAW-745690224_122127431211229345_6850743491189696538_n.jpg","https://www.facebook.com/photo/?fbid=122127431211229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"0C975D586BF6E5E02D6BDFA61FD040D70F44AC0A316C836162C2238E53F37496","FB-EQP-003","06-equipment-closeups/FB-EQP-003_744858729_122127431199229345.jpg","https://www.facebook.com/61586880370088/posts/122127431055229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"0C975D586BF6E5E02D6BDFA61FD040D70F44AC0A316C836162C2238E53F37496","FB-RAW-122127431199229345","11-raw-facebook-photos/unclassified/FB-RAW-744858729_122127431199229345_5879757355106884895_n.jpg","https://www.facebook.com/photo/?fbid=122127431199229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"08ED169F81B9D0C042F05267DD30F4333A8CB56F0AD0A08809C8A902664464EB","FB-RES-REP-004","04-residential-work/repairs/FB-RES-REP-004_745686442_122127431223229345.jpg","https://www.facebook.com/61586880370088/posts/122127431055229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"08ED169F81B9D0C042F05267DD30F4333A8CB56F0AD0A08809C8A902664464EB","FB-RAW-122127431223229345","11-raw-facebook-photos/unclassified/FB-RAW-745686442_122127431223229345_1940787306659007499_n.jpg","https://www.facebook.com/photo/?fbid=122127431223229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"5F931780234D66B42E1A1AF949978F144C2361C9C9587CF5092E23EA847C8CA6","FB-RES-MNT-005","04-residential-work/maintenance/FB-RES-MNT-005_748016293_122127861417229345.jpg","https://www.facebook.com/61586880370088/posts/122127861267229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"5F931780234D66B42E1A1AF949978F144C2361C9C9587CF5092E23EA847C8CA6","FB-RAW-122127861417229345","11-raw-facebook-photos/unclassified/FB-RAW-748016293_122127861417229345_774183523174290885_n.jpg","https://www.facebook.com/photo/?fbid=122127861417229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"CBFBF5ECBA3FE14768BC2DE8F2DF8F59F2990179608152BDB2253AA1ADC2BA32","FB-COM-MNT-002","05-commercial-work/maintenance/FB-COM-MNT-002_748133927_122127621465229345.jpg","https://www.facebook.com/61586880370088/posts/122127621339229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"CBFBF5ECBA3FE14768BC2DE8F2DF8F59F2990179608152BDB2253AA1ADC2BA32","FB-RAW-122127621465229345","11-raw-facebook-photos/unclassified/FB-RAW-748133927_122127621465229345_8641883904072856545_n.jpg","https://www.facebook.com/photo/?fbid=122127621465229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"5B6E4E8EB81A62374F1DB45BA9B7620F2E275879A8C53DA8740395853E54BDD2","FB-COM-MNT-003","05-commercial-work/maintenance/FB-COM-MNT-003_746842818_122127621453229345.jpg","https://www.facebook.com/61586880370088/posts/122127621339229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"5B6E4E8EB81A62374F1DB45BA9B7620F2E275879A8C53DA8740395853E54BDD2","FB-RAW-122127621453229345","03-vehicles/FB-RAW-746842818_122127621453229345_126061435957846384_n.jpg","https://www.facebook.com/photo/?fbid=122127621453229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"84C54A2E40ADAE063BEE2F3262C09DD99B83DC61C2C58EC5A4F806C426E64631","FB-EQP-004","06-equipment-closeups/FB-EQP-004_754098288_122128707723229345.jpg","https://www.facebook.com/61586880370088/posts/122128707573229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"84C54A2E40ADAE063BEE2F3262C09DD99B83DC61C2C58EC5A4F806C426E64631","FB-RAW-122128707723229345","11-raw-facebook-photos/unclassified/FB-RAW-754098288_122128707723229345_1209895009935786087_n.jpg","https://www.facebook.com/photo/?fbid=122128707723229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"BF7F6DC94841A140F27164066A0276F59533B8480EB5E7D468B6BDBCED2797F0","FB-EQP-005","06-equipment-closeups/FB-EQP-005_754971195_122128707711229345.jpg","https://www.facebook.com/61586880370088/posts/122128707573229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"BF7F6DC94841A140F27164066A0276F59533B8480EB5E7D468B6BDBCED2797F0","FB-RAW-122128707711229345","11-raw-facebook-photos/unclassified/FB-RAW-754971195_122128707711229345_1083127086472951309_n.jpg","https://www.facebook.com/photo/?fbid=122128707711229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"7D953477BDE55C00DE30EC6FB9E58C9EF7B0343896279E8586BC8BF73022702B","FB-EQP-006","06-equipment-closeups/FB-EQP-006_751388778_122128707735229345.jpg","https://www.facebook.com/61586880370088/posts/122128707573229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"7D953477BDE55C00DE30EC6FB9E58C9EF7B0343896279E8586BC8BF73022702B","FB-RAW-122128707735229345","11-raw-facebook-photos/unclassified/FB-RAW-751388778_122128707735229345_8441766000486285164_n.jpg","https://www.facebook.com/photo/?fbid=122128707735229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"6EF932A2479EDC3C77E3477DB954F7E7C5F136AE1D0F22090A6C3D12AB13E7E0","FB-RES-HP-001","04-residential-work/mini-splits-heat-pumps/FB-RES-HP-001_751578503_122127861879229345.jpg","https://www.facebook.com/61586880370088/posts/122127861753229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"6EF932A2479EDC3C77E3477DB954F7E7C5F136AE1D0F22090A6C3D12AB13E7E0","FB-RAW-122127861879229345","11-raw-facebook-photos/unclassified/FB-RAW-751578503_122127861879229345_5759334882255337685_n.jpg","https://www.facebook.com/photo/?fbid=122127861879229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"14B7ECA2175787DC5BCCD3B3B3BB95A618D6C2545BCC37DA91E02C701454126C","FB-RES-HP-002","04-residential-work/mini-splits-heat-pumps/FB-RES-HP-002_749665320_122127861927229345.jpg","https://www.facebook.com/61586880370088/posts/122127861753229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"14B7ECA2175787DC5BCCD3B3B3BB95A618D6C2545BCC37DA91E02C701454126C","FB-RAW-122127861927229345","11-raw-facebook-photos/unclassified/FB-RAW-749665320_122127861927229345_3730239538786354787_n.jpg","https://www.facebook.com/photo/?fbid=122127861927229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"1D08553EE7BF0A462F1B3A63325AA157E45D12D24F8B4B5F20E72FE21DDF9CA9","FB-RES-HP-003","04-residential-work/mini-splits-heat-pumps/FB-RES-HP-003_749239601_122127861939229345.jpg","https://www.facebook.com/61586880370088/posts/122127861753229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"1D08553EE7BF0A462F1B3A63325AA157E45D12D24F8B4B5F20E72FE21DDF9CA9","FB-RAW-122127861939229345","11-raw-facebook-photos/unclassified/FB-RAW-749239601_122127861939229345_6918703800181332036_n.jpg","https://www.facebook.com/photo/?fbid=122127861939229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"B5721AC9BBE1CB6B402FF2734CA39DA639F69B415AE8848A1C1E2A73006B2F96","FB-RES-HP-004","04-residential-work/mini-splits-heat-pumps/FB-RES-HP-004_750976018_122127861891229345.jpg","https://www.facebook.com/61586880370088/posts/122127861753229345/","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"B5721AC9BBE1CB6B402FF2734CA39DA639F69B415AE8848A1C1E2A73006B2F96","FB-RAW-122127861891229345","11-raw-facebook-photos/unclassified/FB-RAW-750976018_122127861891229345_7841794849086558196_n.jpg","https://www.facebook.com/photo/?fbid=122127861891229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"C265ECD9F10A6A057B1E836FAD607C9FC2976ECAF0D6F662A657EEFAC1579D05","FB-RAW-122125442985229345","11-raw-facebook-photos/unclassified/FB-RAW-730354353_122125442985229345_549254885785609947_n.jpg","https://www.facebook.com/photo/?fbid=122125442985229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"C265ECD9F10A6A057B1E836FAD607C9FC2976ECAF0D6F662A657EEFAC1579D05","FB-RAW-122122462395229345","11-raw-facebook-photos/unclassified/FB-RAW-707407445_122122462395229345_1558505819767334007_n.jpg","https://www.facebook.com/photo/?fbid=122122462395229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"9295DF3E196D089272293B51DDB8D3AB96D170B0557B7D095D285A16DFA408D4","FB-RAW-122121380235229345","11-raw-facebook-photos/unclassified/FB-RAW-701511209_122121380235229345_6369223546053036398_n.jpg","https://www.facebook.com/photo/?fbid=122121380235229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
"9295DF3E196D089272293B51DDB8D3AB96D170B0557B7D095D285A16DFA408D4","FB-RAW-122121379971229345","11-raw-facebook-photos/unclassified/FB-RAW-701710549_122121379971229345_3305463206124444912_n.jpg","https://www.facebook.com/photo/?fbid=122121379971229345","2","Exact SHA-256 duplicate retained during completeness-first raw preservation; choose a primary only during later curation."
